0.000000000000000000e+00,3.871588246467769397e-04,1.160894150291230404e-03,2.320042205505293362e-03,3.862859521504678588e-03,5.787025554491523338e-03,8.089646175972709310e-03,1.076725802580405338e-02,1.381583372141293765e-02,1.723078791536426443e-02,2.100698419215859050e-02,2.513874279388890812e-02,2.961984916313608815e-02,3.444356329025360930e-02,3.960262985098223637e-02,4.508928911914696080e-02,5.089528863802227771e-02,5.701189563281093553e-02,6.342991014556685625e-02,7.013967887280575519e-02,7.713110968499065079e-02,8.439368680605321971e-02,9.191648663011996179e-02,9.968819415165318387e-02,1.076971199842940430e-01,1.159312179428099998e-01,1.243781031617018362e-01,1.330250707232177310e-01,1.418591147667563335e-01,1.508669480509167715e-01,1.600350219387717265e-01,1.693495467763043161e-01,1.787965126333578847e-01,1.883617103759016587e-01,1.980307530379178671e-01,2.077890974607656815e-01,2.176220661674729551e-01,2.275148694390559112e-01,2.374526275596615388e-01,2.474203931970734849e-01,2.574031738849196227e-01,2.673859545727657605e-01,2.773537202101776789e-01,2.872914783307832787e-01,2.971842816023662626e-01,3.070172503090735083e-01,3.167755947319213505e-01,3.264446373939375312e-01,3.360098351364812497e-01,3.454568009935348738e-01,3.547713258310674633e-01,3.639393997189224184e-01,3.729472330030828009e-01,3.817812770466214034e-01,3.904282446081372981e-01,3.988751298270291623e-01,4.071092277855451469e-01,4.151181536181859921e-01,4.228898611397192142e-01,4.304126609637859979e-01,4.376752380848484836e-01,4.446666688970333792e-01,4.513764376242723197e-01,4.577944521370282960e-01,4.639110591318169607e-01,4.697170586506922429e-01,4.752037179188569604e-01,4.803627844795855806e-01,4.851864986067030983e-01,4.896676049759502991e-01,4.937993635776805612e-01,4.975755598544749359e-01,5.009905140484264274e-01,5.040390897440353291e-01,5.067167015938666141e-01,5.090193222153477359e-01,5.109434882483346874e-01,5.124863055643339438e-01,5.136454536195480536e-01,5.144191889451924515e-01,5.148063477698393564e-01
3.871588246467769397e-04,0.000000000000000000e+00,7.737353256444534644e-04,1.932883380858516423e-03,3.475700696857901648e-03,5.399866729844746832e-03,7.702487351325932805e-03,1.038009920115727687e-02,1.342867489676616115e-02,1.684362909071748446e-02,2.061982536751181053e-02,2.475158396924212814e-02,2.923269033848930817e-02,3.405640446560683626e-02,3.921547102633546333e-02,4.470213029450018777e-02,5.050812981337550467e-02,5.662473680816416249e-02,6.304275132092007627e-02,6.975252004815897522e-02,7.674395086034387081e-02,8.400652798140643973e-02,9.152932780547318181e-02,9.930103532700640390e-02,1.073099611596472630e-01,1.155440591181632198e-01,1.239909443370550562e-01,1.326379118985709649e-01,1.414719559421095674e-01,1.504797892262700054e-01,1.596478631141249604e-01,1.689623879516575500e-01,1.784093538087111186e-01,1.879745515512548926e-01,1.976435942132711010e-01,2.074019386361189154e-01,2.172349073428261890e-01,2.271277106144091451e-01,2.370654687350147727e-01,2.470332343724267188e-01,2.570160150602728288e-01,2.669987957481189667e-01,2.769665613855308850e-01,2.869043195061364848e-01,2.967971227777194687e-01,3.066300914844267145e-01,3.163884359072745567e-01,3.260574785692907374e-01,3.356226763118344558e-01,3.450696421688880799e-01,3.543841670064206695e-01,3.635522408942756245e-01,3.725600741784360070e-01,3.813941182219746096e-01,3.900410857834905043e-01,3.984879710023823685e-01,4.067220689608983530e-01,4.147309947935391983e-01,4.225027023150724204e-01,4.300255021391392041e-01,4.372880792602016897e-01,4.442795100723865853e-01,4.509892787996255259e-01,4.574072933123815021e-01,4.635239003071701669e-01,4.693298998260454491e-01,4.748165590942101666e-01,4.799756256549387867e-01,4.847993397820563044e-01,4.892804461513035053e-01,4.934122047530337674e-01,4.971884010298281420e-01,5.006033552237796336e-01,5.036519309193885352e-01,5.063295427692198203e-01,5.086321633907009421e-01,5.105563294236878935e-01,5.120991467396871499e-01,5.132582947949012597e-01,5.140320301205456577e-01,5.144191889451925626e-01
1.160894150291230404e-03,7.737353256444534644e-04,0.000000000000000000e+00,1.159148055214062958e-03,2.701965371213448184e-03,4.626131404200293368e-03,6.928752025681479340e-03,9.606363875512823405e-03,1.265493957112170768e-02,1.606989376507303099e-02,1.984609004186735706e-02,2.397784864359767468e-02,2.845895501284485471e-02,3.328266913996238280e-02,3.844173570069100987e-02,4.392839496885573430e-02,4.973439448773105120e-02,5.585100148251970903e-02,6.226901599527562975e-02,6.897878472251452175e-02,7.597021553469941735e-02,8.323279265576198627e-02,9.075559247982872835e-02,9.852730000136195043e-02,1.065362258340028095e-01,1.147703237925187664e-01,1.232172090114106028e-01,1.318641765729265114e-01,1.406982206164651139e-01,1.497060539006255520e-01,1.588741277884805070e-01,1.681886526260130965e-01,1.776356184830666651e-01,1.872008162256104391e-01,1.968698588876266475e-01,2.066282033104744620e-01,2.164611720171817355e-01,2.263539752887646916e-01,2.362917334093703192e-01,2.462594990467822653e-01,2.562422797346283754e-01,2.662250604224745132e-01,2.761928260598864315e-01,2.861305841804920314e-01,2.960233874520750152e-01,3.058563561587822610e-01,3.156147005816301032e-01,3.252837432436462839e-01,3.348489409861900024e-01,3.442959068432436265e-01,3.536104316807762160e-01,3.627785055686311710e-01,3.717863388527915536e-01,3.806203828963301561e-01,3.892673504578460508e-01,3.977142356767379150e-01,4.059483336352538996e-01,4.139572594678947448e-01,4.217289669894279669e-01,4.292517668134947506e-01,4.365143439345572363e-01,4.435057747467421319e-01,4.502155434739810724e-01,4.566335579867370487e-01,4.627501649815257134e-01,4.685561645004009956e-01,4.740428237685657131e-01,4.792018903292943333e-01,4.840256044564118509e-01,4.885067108256590518e-01,4.926384694273893139e-01,4.964146657041836885e-01,4.998296198981351246e-01,5.028781955937440262e-01,5.055558074435753113e-01,5.078584280650564331e-01,5.097825940980433845e-01,5.113254114140426410e-01,5.124845594692567508e-01,5.132582947949011487e-01,5.136454536195480536e-01
2.320042205505293362e-03,1.932883380858516423e-03,1.159148055214062958e-03,0.000000000000000000e+00,1.542817315999385226e-03,3.466983348986229976e-03,5.769603970467416382e-03,8.447215820298760447e-03,1.149579151590764473e-02,1.491074570985896977e-02,1.868694198665329584e-02,2.281870058838361345e-02,2.729980695763079349e-02,3.212352108474831464e-02,3.728258764547694171e-02,4.276924691364166614e-02,4.857524643251698304e-02,5.469185342730564087e-02,6.110986794006156159e-02,6.781963666730046747e-02,7.481106747948536306e-02,8.207364460054793198e-02,8.959644442461467406e-02,9.736815194614789615e-02,1.053770777787887553e-01,1.136111757373047121e-01,1.220580609561965485e-01,1.307050285177124294e-01,1.395390725612510319e-01,1.485469058454114699e-01,1.577149797332664249e-01,1.670295045707990145e-01,1.764764704278525831e-01,1.860416681703963571e-01,1.957107108324125655e-01,2.054690552552603799e-01,2.153020239619676535e-01,2.251948272335506096e-01,2.351325853541562372e-01,2.451003509915681833e-01,2.550831316794143211e-01,2.650659123672604589e-01,2.750336780046723772e-01,2.849714361252779771e-01,2.948642393968609610e-01,3.046972081035682067e-01,3.144555525264160489e-01,3.241245951884322296e-01,3.336897929309759481e-01,3.431367587880295722e-01,3.524512836255621617e-01,3.616193575134171168e-01,3.706271907975774993e-01,3.794612348411161018e-01,3.881082024026319965e-01,3.965550876215238607e-01,4.047891855800398453e-01,4.127981114126806905e-01,4.205698189342139126e-01,4.280926187582806963e-01,4.353551958793431820e-01,4.423466266915280776e-01,4.490563954187670181e-01,4.554744099315229944e-01,4.615910169263116591e-01,4.673970164451869413e-01,4.728836757133516588e-01,4.780427422740802790e-01,4.828664564011977967e-01,4.873475627704449975e-01,4.914793213721752596e-01,4.952555176489696342e-01,4.986704718429210703e-01,5.017190475385300275e-01,5.043966593883613125e-01,5.066992800098424343e-01,5.086234460428293858e-01,5.101662633588286422e-01,5.113254114140427520e-01,5.120991467396871499e-01,5.124863055643340548e-01
3.862859521504678588e-03,3.475700696857901648e-03,2.701965371213448184e-03,1.542817315999385226e-03,0.000000000000000000e+00,1.924166032986844750e-03,4.226786654468030723e-03,6.904398504299374788e-03,9.952974199908259934e-03,1.336792839385958498e-02,1.714412467065391105e-02,2.127588327238422866e-02,2.575698964163140869e-02,3.058070376874893331e-02,3.573977032947756038e-02,4.122642959764228482e-02,4.703242911651760172e-02,5.314903611130625954e-02,5.956705062406218026e-02,6.627681935130107227e-02,7.326825016348596786e-02,8.053082728454853678e-02,8.805362710861527886e-02,9.582533463014850095e-02,1.038342604627893601e-01,1.120683584213053169e-01,1.205152436401971533e-01,1.291622112017130619e-01,1.379962552452516644e-01,1.470040885294121025e-01,1.561721624172670575e-01,1.654866872547996470e-01,1.749336531118532156e-01,1.844988508543969896e-01,1.941678935164131981e-01,2.039262379392610125e-01,2.137592066459682860e-01,2.236520099175512422e-01,2.335897680381568697e-01,2.435575336755688158e-01,2.535403143634149536e-01,2.635230950512610915e-01,2.734908606886730098e-01,2.834286188092786096e-01,2.933214220808615935e-01,3.031543907875688393e-01,3.129127352104166815e-01,3.225817778724328622e-01,3.321469756149765806e-01,3.415939414720302048e-01,3.509084663095627943e-01,3.600765401974177493e-01,3.690843734815781318e-01,3.779184175251167344e-01,3.865653850866326291e-01,3.950122703055244933e-01,4.032463682640404778e-01,4.112552940966813231e-01,4.190270016182145452e-01,4.265498014422813289e-01,4.338123785633438145e-01,4.408038093755287101e-01,4.475135781027676507e-01,4.539315926155236269e-01,4.600481996103122917e-01,4.658541991291875739e-01,4.713408583973522914e-01,4.764999249580809115e-01,4.813236390851984292e-01,4.858047454544456301e-01,4.899365040561758922e-01,4.937127003329702668e-01,4.971276545269217029e-01,5.001762302225305490e-01,5.028538420723618341e-01,5.051564626938429559e-01,5.070806287268299073e-01,5.086234460428291637e-01,5.097825940980432735e-01,5.105563294236876715e-01,5.109434882483345763e-01
5.787025554491523338e-03,5.399866729844746832e-03,4.626131404200293368e-03,3.466983348986229976e-03,1.924166032986844750e-03,0.000000000000000000e+00,2.302620621481185972e-03,4.980232471312530038e-03,8.028808166921414316e-03,1.144376236087273936e-02,1.521995863766706543e-02,1.935171723939738131e-02,2.383282360864456134e-02,2.865653773576208596e-02,3.381560429649071303e-02,3.930226356465543747e-02,4.510826308353075437e-02,5.122487007831941219e-02,5.764288459107533291e-02,6.435265331831423186e-02,7.134408413049912745e-02,7.860666125156169637e-02,8.612946107562843845e-02,9.390116859716166053e-02,1.019100944298025196e-01,1.101441923883184765e-01,1.185910776072103129e-01,1.272380451687262215e-01,1.360720892122648240e-01,1.450799224964252621e-01,1.542479963842802171e-01,1.635625212218128066e-01,1.730094870788663752e-01,1.825746848214101492e-01,1.922437274834263576e-01,2.020020719062741721e-01,2.118350406129814456e-01,2.217278438845644017e-01,2.316656020051700293e-01,2.416333676425819754e-01,2.516161483304281132e-01,2.615989290182742510e-01,2.715666946556861694e-01,2.815044527762917692e-01,2.913972560478747531e-01,3.012302247545819989e-01,3.109885691774298411e-01,3.206576118394460218e-01,3.302228095819897402e-01,3.396697754390433643e-01,3.489843002765759539e-01,3.581523741644309089e-01,3.671602074485912914e-01,3.759942514921298939e-01,3.846412190536457887e-01,3.930881042725376529e-01,4.013222022310536374e-01,4.093311280636944827e-01,4.171028355852277048e-01,4.246256354092944885e-01,4.318882125303569741e-01,4.388796433425418697e-01,4.455894120697808103e-01,4.520074265825367865e-01,4.581240335773254513e-01,4.639300330962007335e-01,4.694166923643654510e-01,4.745757589250940711e-01,4.793994730522115888e-01,4.838805794214587896e-01,4.880123380231890517e-01,4.917885342999834264e-01,4.952034884939348625e-01,4.982520641895437641e-01,5.009296760393749937e-01,5.032322966608561154e-01,5.051564626938430669e-01,5.066992800098423233e-01,5.078584280650564331e-01,5.086321633907008311e-01,5.090193222153477359e-01
8.089646175972709310e-03,7.702487351325932805e-03,6.928752025681479340e-03,5.769603970467416382e-03,4.226786654468030723e-03,2.302620621481185972e-03,0.000000000000000000e+00,2.677611849831344065e-03,5.726187545440228344e-03,9.141141739391553389e-03,1.291733801618587946e-02,1.704909661791619707e-02,2.153020298716337710e-02,2.635391711428090172e-02,3.151298367500952879e-02,3.699964294317425323e-02,4.280564246204957013e-02,4.892224945683822795e-02,5.534026396959414867e-02,6.205003269683304762e-02,6.904146350901793627e-02,7.630404063008050519e-02,8.382684045414726115e-02,9.159854797568048324e-02,9.960747380832132847e-02,1.078415717668372853e-01,1.162884569857291217e-01,1.249354245472450164e-01,1.337694685907836190e-01,1.427773018749440570e-01,1.519453757627990120e-01,1.612599006003316016e-01,1.707068664573851702e-01,1.802720641999289442e-01,1.899411068619451526e-01,1.996994512847929670e-01,2.095324199915002406e-01,2.194252232630831967e-01,2.293629813836888243e-01,2.393307470211007704e-01,2.493135277089469082e-01,2.592963083967930737e-01,2.692640740342049921e-01,2.792018321548105919e-01,2.890946354263935758e-01,2.989276041331008216e-01,3.086859485559486638e-01,3.183549912179648445e-01,3.279201889605085629e-01,3.373671548175621870e-01,3.466816796550947766e-01,3.558497535429497316e-01,3.648575868271101141e-01,3.736916308706487166e-01,3.823385984321646114e-01,3.907854836510564756e-01,3.990195816095724601e-01,4.070285074422133054e-01,4.148002149637465275e-01,4.223230147878133112e-01,4.295855919088757968e-01,4.365770227210606924e-01,4.432867914482996330e-01,4.497048059610556092e-01,4.558214129558442740e-01,4.616274124747195562e-01,4.671140717428842737e-01,4.722731383036128938e-01,4.770968524307304115e-01,4.815779587999776123e-01,4.857097174017078745e-01,4.894859136785022491e-01,4.929008678724536852e-01,4.959494435680625868e-01,4.986270554178938719e-01,5.009296760393749937e-01,5.028538420723619451e-01,5.043966593883612015e-01,5.055558074435753113e-01,5.063295427692197093e-01,5.067167015938666141e-01
1.076725802580405338e-02,1.038009920115727687e-02,9.606363875512823405e-03,8.447215820298760447e-03,6.904398504299374788e-03,4.980232471312530038e-03,2.677611849831344065e-03,0.000000000000000000e+00,3.048575695608884278e-03,6.463529889560209324e-03,1.023972616635453539e-02,1.437148476808485301e-02,1.885259113733203304e-02,2.367630526444955766e-02,2.883537182517818473e-02,3.432203109334290569e-02,4.012803061221822953e-02,4.624463760700688042e-02,5.266265211976280114e-02,5.937242084700170008e-02,6.636385165918659568e-02,7.362642878024916460e-02,8.114922860431590668e-02,8.892093612584912876e-02,9.692986195848998787e-02,1.051639599170059447e-01,1.136108451358977811e-01,1.222578126974136759e-01,1.310918567409522784e-01,1.400996900251127164e-01,1.492677639129676714e-01,1.585822887505002610e-01,1.680292546075538296e-01,1.775944523500976036e-01,1.872634950121138120e-01,1.970218394349616264e-01,2.068548081416689000e-01,2.167476114132518561e-01,2.266853695338574837e-01,2.366531351712694298e-01,2.466359158591155676e-01,2.566186965469617332e-01,2.665864621843736515e-01,2.765242203049792513e-01,2.864170235765622352e-01,2.962499922832694810e-01,3.060083367061173232e-01,3.156773793681335039e-01,3.252425771106772223e-01,3.346895429677308464e-01,3.440040678052634360e-01,3.531721416931183910e-01,3.621799749772787735e-01,3.710140190208173760e-01,3.796609865823332708e-01,3.881078718012251350e-01,3.963419697597411195e-01,4.043508955923819648e-01,4.121226031139151869e-01,4.196454029379819706e-01,4.269079800590444562e-01,4.338994108712293518e-01,4.406091795984682924e-01,4.470271941112242686e-01,4.531438011060129334e-01,4.589498006248882156e-01,4.644364598930529331e-01,4.695955264537815532e-01,4.744192405808990709e-01,4.789003469501462718e-01,4.830321055518765339e-01,4.868083018286709085e-01,4.902232560226223446e-01,4.932718317182312462e-01,4.959494435680625313e-01,4.982520641895436531e-01,5.001762302225305490e-01,5.017190475385298054e-01,5.028781955937439152e-01,5.036519309193883132e-01,5.040390897440352180e-01
1.381583372141293765e-02,1.342867489676616115e-02,1.265493957112170768e-02,1.149579151590764473e-02,9.952974199908259934e-03,8.028808166921414316e-03,5.726187545440228344e-03,3.048575695608884278e-03,0.000000000000000000e+00,3.414954193951325045e-03,7.191150470745651113e-03,1.132290907247596873e-02,1.580401544172314876e-02,2.062772956884067338e-02,2.578679612956930045e-02,3.127345539773402489e-02,3.707945491660934179e-02,4.319606191139799961e-02,4.961407642415392033e-02,5.632384515139281927e-02,6.331527596357772181e-02,7.057785308464029073e-02,7.810065290870701893e-02,8.587236043024024101e-02,9.388128626288111400e-02,1.021153842213970708e-01,1.105622694402889072e-01,1.192092370018048020e-01,1.280432810453434045e-01,1.370511143295038425e-01,1.462191882173587976e-01,1.555337130548913871e-01,1.649806789119449557e-01,1.745458766544887297e-01,1.842149193165049381e-01,1.939732637393527526e-01,2.038062324460600261e-01,2.136990357176429822e-01,2.236367938382486098e-01,2.336045594756605559e-01,2.435873401635066937e-01,2.535701208513528315e-01,2.635378864887647499e-01,2.734756446093703497e-01,2.833684478809533336e-01,2.932014165876605793e-01,3.029597610105084216e-01,3.126288036725246022e-01,3.221940014150683207e-01,3.316409672721219448e-01,3.409554921096545343e-01,3.501235659975094894e-01,3.591313992816698719e-01,3.679654433252084744e-01,3.766124108867243692e-01,3.850592961056162333e-01,3.932933940641322179e-01,4.013023198967730631e-01,4.090740274183062852e-01,4.165968272423730689e-01,4.238594043634355546e-01,4.308508351756204502e-01,4.375606039028593908e-01,4.439786184156153670e-01,4.500952254104040318e-01,4.559012249292793140e-01,4.613878841974440315e-01,4.665469507581726516e-01,4.713706648852901693e-01,4.758517712545373701e-01,4.799835298562676322e-01,4.837597261330620069e-01,4.871746803270134429e-01,4.902232560226223446e-01,4.929008678724536296e-01,4.952034884939347514e-01,4.971276545269217029e-01,4.986704718429209593e-01,4.998296198981350691e-01,5.006033552237794115e-01,5.009905140484263164e-01
1.723078791536426443e-02,1.684362909071748446e-02,1.606989376507303099e-02,1.491074570985896977e-02,1.336792839385958498e-02,1.144376236087273936e-02,9.141141739391553389e-03,6.463529889560209324e-03,3.414954193951325045e-03,0.000000000000000000e+00,3.776196276794326068e-03,7.907954878524643683e-03,1.238906124777182371e-02,1.721277537488934833e-02,2.237184193561797541e-02,2.785850120378269984e-02,3.366450072265801674e-02,3.978110771744667457e-02,4.619912223020259529e-02,5.290889095744149423e-02,5.990032176962638982e-02,6.716289889068896568e-02,7.468569871475569388e-02,8.245740623628891597e-02,9.046633206892978896e-02,9.870043002744574578e-02,1.071473152463375822e-01,1.157942828078534769e-01,1.246283268513920794e-01,1.336361601355525175e-01,1.428042340234074725e-01,1.521187588609400620e-01,1.615657247179936307e-01,1.711309224605374046e-01,1.807999651225536131e-01,1.905583095454014275e-01,2.003912782521087010e-01,2.102840815236916572e-01,2.202218396442972848e-01,2.301896052817092309e-01,2.401723859695553687e-01,2.501551666574015065e-01,2.601229322948134248e-01,2.700606904154190246e-01,2.799534936870020085e-01,2.897864623937092543e-01,2.995448068165570965e-01,3.092138494785732772e-01,3.187790472211169956e-01,3.282260130781706198e-01,3.375405379157032093e-01,3.467086118035581643e-01,3.557164450877185469e-01,3.645504891312571494e-01,3.731974566927730441e-01,3.816443419116649083e-01,3.898784398701808929e-01,3.978873657028217381e-01,4.056590732243549602e-01,4.131818730484217439e-01,4.204444501694842296e-01,4.274358809816691251e-01,4.341456497089080657e-01,4.405636642216640420e-01,4.466802712164527067e-01,4.524862707353279889e-01,4.579729300034927064e-01,4.631319965642213266e-01,4.679557106913388442e-01,4.724368170605860451e-01,4.765685756623163072e-01,4.803447719391106818e-01,4.837597261330621179e-01,4.868083018286710195e-01,4.894859136785023046e-01,4.917885342999834264e-01,4.937127003329703778e-01,4.952555176489696342e-01,4.964146657041837440e-01,4.971884010298281420e-01,4.975755598544750469e-01
